LIFNR,NAME1,NAME2,ORT01,Land1,REGIO,PSTLZ,TELF1,SMTP_ADDR,KTOKK,ZTERM,INCO1,NACE,NACE_DESC,PERF_SCORE,FIN_STAB,RISC,SupplyRiskScore,ProfitImpactScore,KVADRANT,CREA_DATE,CHANGE_DATE
001161,Unispares,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Engineering & Automotive Components,82,80,Medium,0.18,0.73,Leverage,2026-03-19,2026-03-19
001162,Gemsons Precision Engineering,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Precision Machined Components,70,70,Medium,0.3,0.35,Tactical,2026-03-19,2026-03-19
001163,Parker Hannifin,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Motion & Control Technologies,80,76,Medium,0.2,0.78,Leverage,2026-03-19,2026-03-19
001164,Eaton,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Power Management / Electrical,77,73,Medium,0.23,0.71,Leverage,2026-03-19,2026-03-19
001165,Poclain Hydraulics,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Hydraulic Power & Transmission,80,80,Medium,0.2,0.4,Tactical,2026-03-19,2026-03-19
001166,Hawe Hydraulik,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Hydraulic Systems,88,87,Low,0.12,0.31,Tactical,2026-03-19,2026-03-19
001167,Hydro Leduc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Hydraulic Components,88,83,Low,0.12,0.6,Leverage,2026-03-19,2026-03-19
001168,Sea Hydrosystems India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Hydraulic Cylinders,87,87,Low,0.13,0.6,Leverage,2026-03-19,2026-03-19
001169,Rich's Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,78,74,Medium,0.22,0.48,Tactical,2026-03-19,2026-03-19
001170,Rich's EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,75,71,Medium,0.25,0.88,Leverage,2026-03-19,2026-03-19
001171,RIC Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,84,80,Medium,0.16,0.45,Tactical,2026-03-19,2026-03-19
001172,Rich's GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,71,68,Medium,0.29,0.86,Leverage,2026-03-19,2026-03-19
001173,Rich's Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,75,72,Medium,0.25,0.39,Tactical,2026-03-19,2026-03-19
001174,Indo Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,89,86,Low,0.11,0.31,Tactical,2026-03-19,2026-03-19
001175,Indo Autotech Limited Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,84,81,Medium,0.16,0.85,Leverage,2026-03-19,2026-03-19
001176,Indo Autotech Limited EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,83,82,Medium,0.17,0.76,Leverage,2026-03-19,2026-03-19
001177,Indo Autotech Limited International,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,75,72,Medium,0.25,0.66,Leverage,2026-03-19,2026-03-19
001178,Cirque du Soleil Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9001,Entertainment,82,77,Medium,0.18,0.4,Tactical,2026-03-19,2026-03-19
001179,Cirque du Soleil EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9001,Entertainment,72,67,Medium,0.28,0.78,Leverage,2026-03-19,2026-03-19
001180,Cirque du Soleil Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9001,Entertainment,68,68,High,0.32,0.77,Leverage,2026-03-19,2026-03-19
001181,Zentis GmbH & Co. KG EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,89,87,Low,0.11,0.62,Leverage,2026-03-19,2026-03-19
001182,Zentis GmbH & Co. KG International,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,73,69,Medium,0.27,0.36,Tactical,2026-03-19,2026-03-19
001183,Zentis Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,88,88,Low,0.12,0.31,Tactical,2026-03-19,2026-03-19
001184,Zentis GmbH & Co. KG International,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,81,78,Medium,0.19,0.33,Tactical,2026-03-19,2026-03-19
001185,Zentis GmbH & Co. KG Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,71,71,Medium,0.29,0.87,Leverage,2026-03-19,2026-03-19
001186,Flint Group GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,72,67,Medium,0.28,0.8,Leverage,2026-03-19,2026-03-19
001187,Flint Group Global,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,79,75,Medium,0.21,0.88,Leverage,2026-03-19,2026-03-19
001188,Flint Group Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,82,78,Medium,0.18,0.6,Leverage,2026-03-19,2026-03-19
001189,Flint Group S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,70,66,Medium,0.3,0.74,Leverage,2026-03-19,2026-03-19
001190,Flint Group Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2500,Manufacturing,76,74,Medium,0.24,0.43,Tactical,2026-03-19,2026-03-19
001191,Amazon Business Services US GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Retail/Distribution,82,79,Medium,0.18,0.84,Leverage,2026-03-19,2026-03-19
001192,Amazon Business Services US Asia Pa,cific,Default,US,US,00000,,,Z001,NET30,FOB,4610,Retail/Distribution,85,83,Low,0.15,0.73,Leverage,2026-03-19,2026-03-19
001193,Amazon Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Retail/Distribution,87,86,Low,0.13,0.44,Tactical,2026-03-19,2026-03-19
001194,Amazon Business Services US Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Retail/Distribution,88,88,Low,0.12,0.43,Tactical,2026-03-19,2026-03-19
001195,Fisher Scientific S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,86,81,Low,0.14,0.8,Leverage,2026-03-19,2026-03-19
001196,Fisher Scientific India,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,96,94,Low,0.04,0.87,Leverage,2026-03-19,2026-03-19
001197,Fisher Scientific International,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,83,79,Medium,0.17,0.76,Leverage,2026-03-19,2026-03-19
001198,Fisher Scientific Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,80,75,Medium,0.2,0.65,Leverage,2026-03-19,2026-03-19
001199,Fisher Scientific Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,91,86,Low,0.09,0.71,Leverage,2026-03-19,2026-03-19
001200,Merck Life Sciences India,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,86,Low,0.09,0.67,Leverage,2026-03-19,2026-03-19
001201,Merck Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,97,92,Low,0.03,0.45,Tactical,2026-03-19,2026-03-19
001202,Merck Life Sciences International,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,96,93,Low,0.04,0.86,Leverage,2026-03-19,2026-03-19
001203,Merck Life Sciences GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,94,90,Low,0.06,0.5,Tactical,2026-03-19,2026-03-19
001204,Merck Life Sciences EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,86,Low,0.09,0.7,Leverage,2026-03-19,2026-03-19
001205,Office Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,71,68,Medium,0.29,0.86,Leverage,2026-03-19,2026-03-19
001206,Office Depot International,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,78,75,Medium,0.22,0.35,Tactical,2026-03-19,2026-03-19
001207,Office Depot Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,73,69,Medium,0.27,0.44,Tactical,2026-03-19,2026-03-19
001208,Office Depot GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,84,81,Medium,0.16,0.64,Leverage,2026-03-19,2026-03-19
001209,RS Components Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4751,Electronics Distribution,80,75,Medium,0.2,0.84,Leverage,2026-03-19,2026-03-19
001210,RS Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4751,Electronics Distribution,80,80,Medium,0.2,0.49,Tactical,2026-03-19,2026-03-19
001211,RS Components Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4751,Electronics Distribution,85,85,Low,0.15,0.43,Tactical,2026-03-19,2026-03-19
001212,RS Components Europe,,Default,US,US,00000,,,Z001,NET30,FOB,4751,Electronics Distribution,71,69,Medium,0.29,0.85,Leverage,2026-03-19,2026-03-19
001213,EPP Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,91,88,Low,0.09,0.54,Leverage,2026-03-19,2026-03-19
001214,Eppendorf Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,96,95,Low,0.04,0.36,Tactical,2026-03-19,2026-03-19
001215,Eppendorf GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,83,79,Medium,0.17,0.73,Leverage,2026-03-19,2026-03-19
001216,Eppendorf Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,92,89,Low,0.08,0.34,Tactical,2026-03-19,2026-03-19
001217,Eppendorf India,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,90,86,Low,0.1,0.85,Leverage,2026-03-19,2026-03-19
001218,Grainger India,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,85,82,Low,0.15,0.34,Tactical,2026-03-19,2026-03-19
001219,Grainger India,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,74,73,Medium,0.26,0.84,Leverage,2026-03-19,2026-03-19
001220,Grainger EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,71,67,Medium,0.29,0.55,Leverage,2026-03-19,2026-03-19
001221,Grainger Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,84,84,Medium,0.16,0.78,Leverage,2026-03-19,2026-03-19
001222,GRA,,Default,US,US,00000,,,Z001,NET30,FOB,4610,Distribution,78,77,Medium,0.22,0.56,Leverage,2026-03-19,2026-03-19
001223,Qiagen Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2170,Life Sciences,94,94,Low,0.06,0.46,Tactical,2026-03-19,2026-03-19
001224,QIA Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2170,Life Sciences,85,83,Low,0.15,0.68,Leverage,2026-03-19,2026-03-19
001225,QIA Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2170,Life Sciences,95,90,Low,0.05,0.73,Leverage,2026-03-19,2026-03-19
001226,Qiagen Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2170,Life Sciences,94,89,Low,0.06,0.46,Tactical,2026-03-19,2026-03-19
001227,CDW USA,,Default,US,US,00000,,,Z001,NET30,FOB,4759,IT Distribution,90,89,Low,0.1,0.57,Leverage,2026-03-19,2026-03-19
001228,CDW Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,4759,IT Distribution,83,78,Medium,0.17,0.45,Tactical,2026-03-19,2026-03-19
001229,CDW Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4759,IT Distribution,89,88,Low,0.11,0.48,Tactical,2026-03-19,2026-03-19
001230,CDW Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4759,IT Distribution,92,92,Low,0.08,0.51,Leverage,2026-03-19,2026-03-19
001231,Manutan Global,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,81,76,Medium,0.19,0.36,Tactical,2026-03-19,2026-03-19
001232,Manutan EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,70,65,Medium,0.3,0.6,Leverage,2026-03-19,2026-03-19
001233,MAN Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,75,72,Medium,0.25,0.4,Tactical,2026-03-19,2026-03-19
001234,Manutan S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,83,78,Medium,0.17,0.42,Tactical,2026-03-19,2026-03-19
001235,Manutan Europe,,Default,US,US,00000,,,Z001,NET30,FOB,4762,Office Supplies,83,78,Medium,0.17,0.61,Leverage,2026-03-19,2026-03-19
001236,SIE Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2900,Industrial Manufacturing,80,78,Medium,0.2,0.62,Leverage,2026-03-19,2026-03-19
001237,Siemens Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2900,Industrial Manufacturing,81,81,Medium,0.19,0.6,Leverage,2026-03-19,2026-03-19
001238,Siemens Global,,Default,US,US,00000,,,Z001,NET30,FOB,2900,Industrial Manufacturing,81,77,Medium,0.19,0.44,Tactical,2026-03-19,2026-03-19
001239,ABB Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2851,Robotics & Automation,82,82,Medium,0.18,0.38,Tactical,2026-03-19,2026-03-19
001240,ABB Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2851,Robotics & Automation,93,91,Low,0.07,0.67,Leverage,2026-03-19,2026-03-19
001241,ABB Global,,Default,US,US,00000,,,Z001,NET30,FOB,2851,Robotics & Automation,83,79,Medium,0.17,0.5,Tactical,2026-03-19,2026-03-19
001242,Continuum Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,6209,IT Services,93,89,Low,0.07,0.41,Tactical,2026-03-19,2026-03-19
001243,Continuum Inc,,Default,US,US,00000,,,Z001,NET30,FOB,6209,IT Services,92,87,Low,0.08,0.33,Tactical,2026-03-19,2026-03-19
001244,Continuum Global,,Default,US,US,00000,,,Z001,NET30,FOB,6209,IT Services,79,79,Medium,0.21,0.49,Tactical,2026-03-19,2026-03-19
001245,Continuum Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,6209,IT Services,89,84,Low,0.11,0.43,Tactical,2026-03-19,2026-03-19
001246,Continuum USA,,Default,US,US,00000,,,Z001,NET30,FOB,6209,IT Services,85,82,Low,0.15,0.44,Tactical,2026-03-19,2026-03-19
001247,Cisco India,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Networking & IT,87,85,Low,0.13,0.51,Leverage,2026-03-19,2026-03-19
001248,Cisco International,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Networking & IT,83,83,Medium,0.17,0.55,Leverage,2026-03-19,2026-03-19
001249,Cisco India,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Networking & IT,95,91,Low,0.05,0.81,Leverage,2026-03-19,2026-03-19
001250,Apple International,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,87,87,Low,0.13,0.46,Tactical,2026-03-19,2026-03-19
001251,Apple Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,92,89,Low,0.08,0.83,Leverage,2026-03-19,2026-03-19
001252,Apple Global,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,83,82,Medium,0.17,0.35,Tactical,2026-03-19,2026-03-19
001253,Apple Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,87,84,Low,0.13,0.65,Leverage,2026-03-19,2026-03-19
001254,Graybar Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4755,Electrical Distribution,76,74,Medium,0.24,0.87,Leverage,2026-03-19,2026-03-19
001255,Graybar USA,,Default,US,US,00000,,,Z001,NET30,FOB,4755,Electrical Distribution,81,80,Medium,0.19,0.41,Tactical,2026-03-19,2026-03-19
001256,Graybar Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,4755,Electrical Distribution,83,82,Medium,0.17,0.55,Leverage,2026-03-19,2026-03-19
001257,Walmart Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,75,71,Medium,0.25,0.31,Tactical,2026-03-19,2026-03-19
001258,WAL Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,77,77,Medium,0.23,0.49,Tactical,2026-03-19,2026-03-19
001259,Walmart Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,77,74,Medium,0.23,0.74,Leverage,2026-03-19,2026-03-19
001260,Air Liquide Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,64,64,High,0.36,0.34,Tactical,2026-03-19,2026-03-19
001261,Air Liquide EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,82,78,Medium,0.18,0.77,Leverage,2026-03-19,2026-03-19
001262,Air Liquide EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,65,62,High,0.35,0.81,Leverage,2026-03-19,2026-03-19
001263,Binder GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,89,89,Low,0.11,0.48,Tactical,2026-03-19,2026-03-19
001264,Binder Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,81,80,Medium,0.19,0.67,Leverage,2026-03-19,2026-03-19
001265,Binder Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,87,82,Low,0.13,0.61,Leverage,2026-03-19,2026-03-19
001266,Binder Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2841,Laboratory Equipment,89,88,Low,0.11,0.33,Tactical,2026-03-19,2026-03-19
001267,AstraZeneca International,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,89,Low,0.09,0.63,Leverage,2026-03-19,2026-03-19
001268,AstraZeneca Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,86,85,Low,0.14,0.42,Tactical,2026-03-19,2026-03-19
001269,AstraZeneca Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,89,Low,0.09,0.51,Leverage,2026-03-19,2026-03-19
001270,AST Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,88,84,Low,0.12,0.55,Leverage,2026-03-19,2026-03-19
001271,AstraZeneca Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,87,85,Low,0.13,0.77,Leverage,2026-03-19,2026-03-19
001272,SAI Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2370,Building Materials,74,74,Medium,0.26,0.61,Leverage,2026-03-19,2026-03-19
001273,Saint-Gobain Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2370,Building Materials,80,79,Medium,0.2,0.48,Tactical,2026-03-19,2026-03-19
001274,Saint-Gobain India,,Default,US,US,00000,,,Z001,NET30,FOB,2370,Building Materials,69,64,High,0.31,0.89,Leverage,2026-03-19,2026-03-19
001275,Saint-Gobain India,,Default,US,US,00000,,,Z001,NET30,FOB,2370,Building Materials,81,76,Medium,0.19,0.6,Leverage,2026-03-19,2026-03-19
001276,Saint-Gobain USA,,Default,US,US,00000,,,Z001,NET30,FOB,2370,Building Materials,67,63,High,0.33,0.55,Leverage,2026-03-19,2026-03-19
001277,Tesla Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2910,Electronics & Vehicles,77,74,Medium,0.23,0.35,Tactical,2026-03-19,2026-03-19
001278,Tesla Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2910,Electronics & Vehicles,83,80,Medium,0.17,0.72,Leverage,2026-03-19,2026-03-19
001279,Tesla EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2910,Electronics & Vehicles,84,80,Medium,0.16,0.8,Leverage,2026-03-19,2026-03-19
001280,Tesla Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2910,Electronics & Vehicles,79,75,Medium,0.21,0.45,Tactical,2026-03-19,2026-03-19
001281,INT Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,89,85,Low,0.11,0.66,Leverage,2026-03-19,2026-03-19
001282,Intel USA,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,79,78,Medium,0.21,0.55,Leverage,2026-03-19,2026-03-19
001283,Intel Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,82,77,Medium,0.18,0.68,Leverage,2026-03-19,2026-03-19
001284,Intel Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,75,70,Medium,0.25,0.89,Leverage,2026-03-19,2026-03-19
001285,Intel S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2620,Electronics & Semiconductors,76,72,Medium,0.24,0.86,Leverage,2026-03-19,2026-03-19
001286,BASF Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,74,74,Medium,0.26,0.61,Leverage,2026-03-19,2026-03-19
001287,BAS Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,66,66,High,0.34,0.33,Tactical,2026-03-19,2026-03-19
001288,BASF S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,71,66,Medium,0.29,0.63,Leverage,2026-03-19,2026-03-19
001289,Dow Chemical Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,69,66,High,0.31,0.87,Leverage,2026-03-19,2026-03-19
001290,Dow Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,65,64,High,0.35,0.89,Leverage,2026-03-19,2026-03-19
001291,Dow,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,82,77,Medium,0.18,0.38,Tactical,2026-03-19,2026-03-19
001292,Dow Chemical S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,85,84,Low,0.15,0.75,Leverage,2026-03-19,2026-03-19
001293,Dow Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,78,78,Medium,0.22,0.74,Leverage,2026-03-19,2026-03-19
001294,SABIC Global,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,72,72,Medium,0.28,0.64,Leverage,2026-03-19,2026-03-19
001295,SABIC Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,77,77,Medium,0.23,0.88,Leverage,2026-03-19,2026-03-19
001296,SABIC S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,64,64,High,0.36,0.79,Leverage,2026-03-19,2026-03-19
001297,SABIC India,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,86,85,Low,0.14,0.35,Tactical,2026-03-19,2026-03-19
001298,LyondellBasell India,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,64,59,High,0.36,0.42,Tactical,2026-03-19,2026-03-19
001299,LyondellBasell Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,69,65,High,0.31,0.77,Leverage,2026-03-19,2026-03-19
001300,LyondellBasell Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,67,66,High,0.33,0.66,Leverage,2026-03-19,2026-03-19
001301,LyondellBasell S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,67,66,High,0.33,0.42,Tactical,2026-03-19,2026-03-19
001302,LyondellBasell International,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,80,76,Medium,0.2,0.48,Tactical,2026-03-19,2026-03-19
001303,ExxonMobil Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,58,53,High,0.42,0.48,Tactical,2026-03-19,2026-03-19
001304,ExxonMobil Inc,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,80,78,Medium,0.2,0.7,Leverage,2026-03-19,2026-03-19
001305,ExxonMobil Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,83,80,Medium,0.17,0.55,Leverage,2026-03-19,2026-03-19
001306,ExxonMobil USA,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,81,81,Medium,0.19,0.63,Leverage,2026-03-19,2026-03-19
001307,ExxonMobil Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,63,60,High,0.37,0.59,Leverage,2026-03-19,2026-03-19
001308,Unilever Global,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,74,71,Medium,0.26,0.38,Tactical,2026-03-19,2026-03-19
001309,Unilever International,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,71,66,Medium,0.29,0.45,Tactical,2026-03-19,2026-03-19
001310,Unilever Inc,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,71,66,Medium,0.29,0.45,Tactical,2026-03-19,2026-03-19
001311,Unilever Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,86,85,Low,0.14,0.86,Leverage,2026-03-19,2026-03-19
001312,UNI Inc,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,81,80,Medium,0.19,0.5,Tactical,2026-03-19,2026-03-19
001313,Nestlé International,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,86,83,Low,0.14,0.83,Leverage,2026-03-19,2026-03-19
001314,Nestlé S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,72,71,Medium,0.28,0.57,Leverage,2026-03-19,2026-03-19
001315,Nestlé Inc,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,88,84,Low,0.12,0.77,Leverage,2026-03-19,2026-03-19
001316,Aldo Group India,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,89,88,Low,0.11,0.67,Leverage,2026-03-19,2026-03-19
001317,Aldo Group USA,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,76,76,Medium,0.24,0.42,Tactical,2026-03-19,2026-03-19
001318,Aldo Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,79,76,Medium,0.21,0.61,Leverage,2026-03-19,2026-03-19
001319,Aldo Group International,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,82,80,Medium,0.18,0.57,Leverage,2026-03-19,2026-03-19
001320,Aldo Group Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,83,79,Medium,0.17,0.41,Tactical,2026-03-19,2026-03-19
001321,The Coca-Cola Company Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,74,72,Medium,0.26,0.77,Leverage,2026-03-19,2026-03-19
001322,The Coca-Cola Company USA,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,77,73,Medium,0.23,0.69,Leverage,2026-03-19,2026-03-19
001323,The Coca-Cola Company Europe,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,88,84,Low,0.12,0.4,Tactical,2026-03-19,2026-03-19
001324,The Coca-Cola Company Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,84,80,Medium,0.16,0.87,Leverage,2026-03-19,2026-03-19
001325,Lidl (Schwarz Group) Business Servi,ces,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,72,67,Medium,0.28,0.36,Tactical,2026-03-19,2026-03-19
001326,Lidl (Schwarz Group) EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,78,76,Medium,0.22,0.64,Leverage,2026-03-19,2026-03-19
001327,Lidl (Schwarz Group) S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,78,73,Medium,0.22,0.42,Tactical,2026-03-19,2026-03-19
